code,lat,lng
LBG,29.55678,115.983109
LEF,38.9122,121.6022
LINF,36.1167,111.45
LNAF,41.7922,123.4328
LNCM,41.7922,123.4328
LNNU,38.9122,121.6022
LSDC,27.89546,102.263931
LYAC,36.977867,120.712326
LZAH,36.019772,103.740334
LZD,36.0564,103.7922
LZU,36.055649,103.85659
MJS,34.388451,105.998917
MQ,38.625404,103.091026
MYDC,35.73867,107.632469
N,32.081879,118.756439
NAN,32.0617,118.7778
NAS,32.061169,118.853348
NAU,32.106571,118.763908
NDTC,26.653839,119.524788
NEFI,45.739349,126.652008
NENU,43.869892,125.327148
NF,32.098259,118.799049
NJNU,32.060501,118.761787
NKU,39.092869,117.18911
NMAC,40.810558,111.652222
NMFC,40.810558,111.652222
NMPG,30.249571,120.069641
NMTC,40.810558,111.652222
NNA,22.777559,108.292488
NPA,32.059311,118.785233
NWTC,36.1297,103.66893
NWUB,36.1297,103.66893
NXAC,33.23288,111.726616
NXF,38.458359,106.292847
NYA,27.039429,112.575241
PEY,39.92844,116.363579
QD,36.060334,120.333949
QDC,36.6167,101.7667
QF,36.695042,101.746803
QG,36.6167,101.7667
QTC,47.35247,123.954453
QUA,36.6167,101.7667
QYTC,35.7356,107.6353
RE,41.12001,122.070709
SANU,29.347628,110.612709
SAU,30.488022,103.518106
SAUF,30.488022,103.518106
SAUT,30.99826,103.619347
SCFI,30.6933,104.078499
SCNU,30.64308,104.106781
SCSG,23.36998,116.721771
SDAU,36.200253,117.087614
SDCM,36.641911,117.061203
SDFI,36.641911,117.061203
SDFS,36.200253,117.087614
SDMP,36.641911,117.061203
SES,36.219971,113.13414
SG,31.147347,121.444247
SHCT,30.9161,121.4494
SHDC,31.173889,121.414978
SHM,31.232536,121.484797
SIFS,30.99826,103.619347
SITC,30.95755,106.186172
SM,29.55624,106.628014
SMAO,22.757076,100.972
SMN,22.757076,100.972
SN,23.146436,113.492128
SR,30.661591,104.060898
SRF,28.44331,117.976357
SSMM,37.80217,112.605698
ST,33.6361,116.9789
SWAU,29.482296,106.717308
SWCTU,28.471752,105.534477
SWFC,27.024498,101.080559
SXAU,36.863678,111.632111
SXDC,29.336538,110.632111
SXMP,29.358177,110.619499
SXU,37.809711,112.570084
SY,41.7922,123.4328
SYAU,41.7922,123.4328
SYAUF,41.7922,123.4328
SYS,23.097719,113.297928
TIPR,39.12291,117.158821
TJDC,39.10693,117.185081
TJMP,39.10693,117.185081
TONG,41.709221,126.069679
TURP,42.297508,89.250008
TYF,37.837231,112.56382
WL,34.180943,107.791389
WNU,26.901257,111.461487
WUH,31.354429,118.394058
WUK,34.271927,108.081802
WXDC,31.899429,102.224648
XAG,43.785896,87.613052
XBGH,37.5786,111.1339
XIAS,27.96575,102.19175
XIN,25.023695,104.918442
XJA,43.799999,87.583328
XJDC,43.799244,87.608673
XJFA,43.799999,87.583328
XJNU,43.799999,87.583328
XJU,43.77758,87.578735
XJUG,43.77758,87.578735
XM,43.816204,87.573692
XTNM,43.799244,87.608673
XYTC,32.12315,114.068779
XZ,29.652519,91.118652
XZDC,29.648106,91.120399
XZTC,34.204722,117.200733
YAK,49.283329,120.73333
YBDC,28.752729,104.642151
YCE,27.020868,101.085701
YDC,25.0389,102.7183
YF,38.738945,112.889885
YFS,27.024498,101.080559
YIM,34.406834,95.118378
MGS,50.348782,18.925381
TNM,24.15732,120.683258
TCF,24.096251,120.553818
TAIM,22.956724,120.612404
SYSU,22.76417,120.332222
HCT,24.7113,121.136673
CHIA,23.471518,120.445449
NPRI,37.578609,126.998428
KNUH,37.08964,127.084243
KHUS,35.90591,128.634628
KFI,37.586967,127.046349
JNU,35.847599,127.133904
JJU,35.82008,127.099052
HNHM,37.205799,126.784203
GNUC,35.150261,128.110733
CBU,36.625259,127.454803
ANH,36.55019,128.794388
ZJFI,30.249571,120.069641
ZJFC,29.841885,120.205536
ZHAN,21.267611,110.356949
ZDC,30.2553,102.1689
ZCA,43.6125,122.2653
ZAU,30.13732,120.107193
YZU,29.602442,106.832138
YXDC,24.355,102.5422
YUKU,25.045389,102.709808
YNUB,25.0389,102.7183
YLD,38.278439,109.734734
YL,34.271927,108.081802
FNFR,38.76944,-112.082664
HMP,48.761726,18.641132
ANGU,-36.529598,-64.014061
WHIT,33.957371,-118.022713
MACO,51.416178,-1.735762
IPCN,-40.163528,-71.349319
ERA,-32.026051,-60.30368
HAC,23.109936,-82.392775
SOF,48.746899,30.223467
USMP,5.358296,100.304473
KCSU,43.769788,41.905299
HSBU,35.79873,51.395333
KSM,36.376384,127.374863
BLMCAR,39.183385,-119.701594
MCCC,39.422021,-123.811378
SUK,16.691759,74.258667
SNMH,10.180072,76.182924
OLS,53.759298,20.4582703
KIS,0.51163,25.208285
ELH,40.410809,-120.639845
MKNDC,42.00729,21.495354
HNG,9.543531,-13.676337
BURI,26.38,75.855278
MCF,41.999901,21.451469
CSUCI,34.162507,-119.043749
WICH,37.7167062,-97.2904587
UNO,11.019918,-74.850665
NCZP,35.627527,-79.757297
FEN,43.814445,5.786535
RCVC,-33.111234,-64.30025
MSUNH,48.541284,-109.690007
KUW,18.0282814,79.552002
MKNH,42.002079,21.474371
MELIT,48.048676,33.784798
LNAU,48.582371,39.328259
IER,11.315072,-5.663967
KUBH,8.567351,76.888078
DMHN,-32.897385,151.699646
ANVL,48.421064,2.728324
PPNP,41.962825,-82.518534
SLA,44.347538,2.574843
CHBY,45.566727,5.912627
EALA,0.0477219,18.2572174
BFRS,38.910603,-120.663234
NEBK,40.701061,-99.095322
BNFH,46.270437,-114.158153
LEH,40.6070782,-75.3782701
WGCH,41.192804,-73.431692
ARRI,27.06583,93.645554
DBEV,-18.914598,47.554839
HERT,-3.779766,-38.546379
NIMM,21.02913,105.848497
FOF,18.03859,102.635106
HMMNH,42.005188,21.417999
MMH,47.509972,6.797638
LMS,47.986946,0.208485
INF,37.36266,-118.411023
CCCR,-7.181855,-48.19658
JOTR,34.127,-116.037
MDI,2.9912988,101.7032719
BCH,34.26,-85.185
CMUB,18.803478,98.963946
HUAZ,1.61574,-75.61187
ISE,-10.681795,-37.435991
AAMU,34.783599,-86.571535
UTM,36.343064,-88.864212
SAMF,33.463371,-86.7994
MAB,46.567492,3.330333
BENN,42.920351,-73.235947
CSUNIV,32.977249,-80.070123
KAM,53.015439,158.651574
UPCT,37.606949,-0.9813
LINCO,45.2019071,-123.1995678
BLMAR,40.903215,-124.088129
NCP,51.39815,-2.859719
AWC,32.688813,-114.49557
NDOA,39.531194,-119.772769
HDELTA,-2.907815,-41.754699
JOMU,37.992321,-122.130862
KIP,-11.66667,27.466669
HUESBVC,-14.889356,-40.803637
EWM,30.355534,-96.187765
HGV,10.399826,-66.978748
MARK,31.6339,-7.99995
HCDAL,-7.238471,-39.415242
HUTO,-8.840077,-48.505781
HASSI,-22.649338,-50.437795
TUM,48.399352,11.721885
SAF,38.1034,13.348
ENLC,39.257931,-114.860062
OLYM,48.100958,-123.432669
UMTP,5.407763,103.08772
HND,11.563098,43.154398
SURCO,2.941455,-75.298539
EPF,45.880297,4.67377
UMM,44.711465,-67.458078
EPU,-4.309435,15.287628
AUR,44.934404,2.445724
PUY,45.040628,3.882941
BBLM,43.566744,-116.206754
AQP,-16.412445,-71.500092
SSHZ,53.317114,91.949743
IBRG,-33.778086,151.117238
COCAZ,35.186547,-111.674047
UNCA,35.615115,-82.566373
GFT,-1.841301,34.66906
ENMU,34.1764,-103.3472
MTL,43.929115,2.143117
CMUH,7.863223,125.051199
CATH,9.258827,76.780299
BRSU,53.3079034,34.3048096
SPIF,40.472193,-122.317121
LC,45.450168,-122.670181
LWI,-4.354065,15.319103
FCP,18.52434,73.841066
MC,29.912122,-91.906568
ANUH,16.378291,80.52695
TLU,29.572031,-97.985064
CCMH,46.8647833,-96.7709684
SCUI,30.620385,32.269836
BVS,45.633331,25.58333
CSRS,5.330747,-4.128129
METZ,49.121135,6.178195
ENSA,36.722581,3.148824
AURO,12.009834,79.812756
CMPH,19.465224,-98.89343
ALNHS,32.378421,-86.299536
HANC,22.69611,-82.77417
HCOM,43.230253,5.458519
UH,17.36591,78.517891
PPRL,41.756797,-111.80578
OMSK,54.985451,73.396881
PAM,40.28706,-76.881125
CBPF,43.567999,2.124873
TAL,44.81002,-0.58964
INGU,43.222439,44.771721
SGN,10.78264,106.701762
GNDUH,31.637265,74.824898
HALN,51.48395,12.00462
IVGU,56.970581,40.989746
CCTS,-23.5809795,-47.5285721
PPC,9.738323,118.738582
MCDNL,39.580688,-77.001617
OCU,35.495255,-97.542847
LUKI,-4.3806,15.3161
AGU,46.2722241,47.9620492
MUST,33.36723,44.402241
HNPGBI,35.815014,50.966759
IAUNT,35.807194,51.419322
AKSU,38.328232,33.985336
GUL,37.698811,30.597555
HARRAN,37.172292,39.001717
PAMUH,37.810825,29.080528
ITMH,-6.807616,39.273511
OBG,23.564154,58.123695
ATCH,19.983955,110.32939
BJ,27.295017,105.312333
HHE,30.210005,110.675973
HHNNR,29.935244,110.783736
HNHPS,29.93522,110.78383
IGGDC,39.9771219,116.3839949
JSMI,32.011246,120.891641
NEGI,23.000046,113.724985
SDFH,37.43046,121.940875
TY,37.841416,112.529586
HHU,35.961639,128.542786
NIHHS,36.939795,127.690109
NMR,37.13325,128.191341
SFC,37.45992,126.951867
SWU,37.592363,127.016303
TAD,38.451626,69.084869
MSUD,47.059818,30.511574
DMU,26.140694,85.924034
IFAN,14.6937,-17.444059
RSDR,39.087469,63.573407
BZF,-6.577002,106.91082
TUN,36.81897,10.16579
BUNH,33.384201,44.379398
ATA,39.908611,41.276939
IZEF,38.460419,27.226803
MPN,-40.355663,175.609573
CANU,-43.527905,172.633545
HUNST,27.908145,112.913203
MLGU,-2.515582,28.858611
LBE,50.066987,33.132768
HUB,39.860538,32.741161
GXMI,22.8167,108.3167
FRU,42.84827,74.512779
SMR,53.2221,50.1728
AISIY,0,0
APIY,0,0
BGAAS,0,0
EREM,0,0
HXBH,-19.836336,-43.941685
JYV,62.240391,25.74264
WARMS,52.281681,-1.59063
SCH,47.708412,8.637528
BATHG,51.37944,-2.36556
REED,45.479176,-122.630486
ETL,42.2490572,-87.8289114
BSID,17.34939,78.416817
LZ,51.33096,12.394093
TGM,41.724998,44.790829
HUT,-8.111261,-79.030267
CSB,45.580121,-94.39481
ABRN,52.385503,-0.19082
GOET,51.536678,9.93458
COL,4.6425,-74.081944
BUF,42.906203,-78.843802
DSC,33.747559,-90.733749
ISL,33.750428,73.135031
BURD,23.223652,87.839058
JCB,12.980859,77.603951
MAPR,18.210649,-67.139925
MOSS,-5.169881,-37.352837
IFGP,38.741423,-120.745497
BIEL,51.9645,8.579744
SGO,-33.425819,-70.566513
GALW,53.27788,-9.060169
MUCL,50.66647,4.62016
PAC,40.798325,-77.866188
HUAA,21.91774,-102.314087
CUHK,22.420153,114.207086
KMN,58.152569,7.9755
IUP,40.616631,-79.160652
KAND,67.133053,32.41755
JMUH,38.437029,-78.86754
NHG,49.450737,11.08376
NHV,50.725151,7.08822
COFC,37.884033,-4.77291
CDFN,48.953354,-57.956417
MISS,34.36491,-89.530502
PHIL,39.962341,-75.209053
NEUN,35.166672,33.366669
VNMN,21.45,104.8
NPWRC,46.9137,-98.7146
BPI,39.022345,-76.923367
HILL,51.010113,-1.455967
CONC,-36.826988,-73.049767
UFG,-16.629566,-49.30302
CNF,45.81966,15.93871
UPNA,42.796558,-1.63286
MSPC,45.047562,9.70344
NFO,43.093208,-79.069511
WTUH,47.654602,-122.304474
BHUPM,52.529828,13.378702
ALTB,53.33017,83.769638
BRNM,49.182621,16.679131
FH,42.379175,-71.114207
MZ,48.85667,16.045259
NCY,48.662819,6.155345
MOAR,40.087702,-75.222316
UWM,43.075254,-87.879823
TEA,30.2553,102.1689
SANT,42.85656,-8.53546
MTMG,45.40498,-73.936569
BON,53.577493,-2.431299
HPL,-22.772816,-47.304344
RWBG,47.22892,39.658131
AND,49.945919,17.862255
UCWI,18.004946,-76.742638
RV,47.257221,39.813118
MAIA,40.44281,-3.729162
FNM,53.203261,5.762931
LASCA,34.141453,-118.052147
MOBR,10.95,-63.849998
MU,39.508347,-84.733335
NMW,51.485607,-3.177393
KSTC,38.411465,-96.196053
ICTB,25.717,-80.2526
GRSU,53.695323,23.826433
ADRZ,45.824074,16.122107
GUAT,14.59691,-90.52997
FINH,-51.692175,-57.857399
DEK,41.957836,-88.721115
KM,50.622791,15.6053
MARY,38.998225,-76.942985
QCA,-0.20923866,-78.4914404
KB,37.54668,126.636383
EOSC,45.312355,-118.066002
FHL,48.546465,-123.012457
UUDE,51.819,107.628693
SRS,-28.474398,-49.00351
HUFABC,-23.676548,-46.562564
MWG,55.75222,37.615559
SFRP,31.35546,-92.434891
FMC,40.041451,-76.320335
MADJ,32.655411,-16.911818
CIC,43.6527,-116.6776
APSC,36.530449,-87.336472
UFRJ,-22.868896,-43.780315
PHARM,-28.5765,153.341843
NEBC,42.3790881,-71.1145948
NHES,41.330456,-72.919017
ANSP,39.953442,-75.171555
DMTH,50.3522,-3.5794
BH,42.448947,-76.476254
HR,50.21439,15.829887
PBB,11.067067,106.586991
OSM,49.835178,18.29281
OAC,43.54409,-80.24073
NHMC,35.305641,25.150888
XJBI,43.83308,87.575455
SLPM,22.126469,-100.943794
KUO,62.883499,27.67585
CAUP,2.455501,-76.610703
SHTU,31.178247,121.415312
GA,33.940811,-83.371429
CCEC,45.748112,4.84009
PORUN,40.811455,14.342786
SIU,37.730034,-89.217552
UPTC,5.5526,-73.356989
WKU,36.98724,-86.455132
ER,49.581589,11.03168
LAMU,30.103333,-94.104797
FI,43.77866,11.26001
SZG,22.561522,114.166367
BLMLK,42.182289,-120.419693
USON,29.085829,-110.949837
OB,51.493367,6.90265
AO,45.713905,7.210137
USC,34.023762,-118.283997
HTTU,36.177261,-85.504097
MAINE,44.896681,-68.671707
CR,9.932777,-84.071697
ISTE,41.012408,28.962243
PLYP,50.375044,-4.138783
FNPS,25.286812,-80.898632
STO,53.023285,-2.17768
YRK,54.073689,-0.95032
GR,45.177598,5.733149
BDI,41.531246,-90.60334
HCOA,44.395,-68.221861
ALUH,35.768781,51.39286
HIFP,11.929085,79.827881
UAAH,61.189232,-149.823898
COAH,4.70033,-74.113724
FSU,30.440241,-84.293747
OMP,50.115608,15.12303
HUMC,-23.5178,-46.184209
CSPU,34.058666,-117.786484
HFN,52.902994,5.968724
COCO,38.83427,-104.822266
KSC,39.200454,-96.581819
TU,58.384167,26.722181
WIND,-22.55941,17.083229
FIPIA,-6.892982,107.614479
HCCN,37.26881,126.989029
DS,37.770241,-122.466789
GREE,40.409932,-104.691617
MFA,-31.647129,-60.710239
LIMO,45.84735,1.283072
FHO,51.75761,-1.25188
OXF,51.75761,-1.25188
HSNU,31.229186,121.404575
WB,49.76474,9.93264
CHE,49.642868,-1.630843
CLARK,33.98238,-117.372597
HSS,38.880966,-6.968475
BEO,44.802406,20.471124
CAYM,19.326084,-81.306473
BRY,40.251541,-111.653053
FBA,54.352844,-2.939468
LIM,50.77346,15.06611
AAS,52.212708,0.08011
CAY,4.923807,-52.327816
CB,48.97274,14.47607
EMC,42.24786,-83.626999
TUH,35.723712,51.447966
AMES,42.379088,-71.1145947
ECON,42.3790883,-71.1145949
A,42.3790883,-71.1145948
LPB,-16.5,-68.150002
PGC,37.620114,-77.470885
HGU,53.510583,87.268998
ULM,48.423161,9.95828
HSB,-19.04,-65.26
KF,30.313611,57.1
BJFC,40.001324,116.345488
DGU,35.862092,128.587061
CFMR,43.07491,-89.425872
RMBL,38.957242,-106.988736
UAC,50.916889,-113.987846
UPEI,46.25679,-63.142052
FB,48.00296,7.884335
WIES,50.075855,8.24549
ALTA,53.570087,-113.437187
NNSU,56.260429,43.805244
OVMB,49.978851,17.461554
RMS,41.312439,-105.585541
CAVA,36.359161,-121.551033
HUST,34.772419,111.200233
ANDES,4.59455,-74.07737
UMBS,45.553329,-84.781677
EHH,18.541435,-72.341082
ULV,21.631824,-78.849503
SAV,48.168743,17.07493
BISH,21.333268,-157.86981
DPUH,36.858081,42.865871
ARIZ,32.231312,-110.949837
WIS,43.073853,-89.404144
SASK,52.132931,-106.629623
HLUC,40.632645,15.805643
RUHV,37.140526,-80.556808
JEF,38.345889,-85.820442
PLAT,44.69489,-73.46574
SMS,37.229614,-93.300667
ANC,43.575771,13.51282
BUPL,40.96,-76.88
ISU,40.519943,-89.010638
SMU,32.865479,-96.803963
OKL,35.195377,-97.441246
TYNUB,37.780412,112.605476
KRFB,50.082827,19.951115
STAR,35.85014,-90.679001
OCLA,35.03368,-97.955101
MASS,42.389279,-72.524271
GUAM,13.44634,144.800232
UCSC,36.993729,-122.056969
TDH,52.896765,5.98981
KRA,50.064141,19.957842
TTRS,30.657156,-84.208778
IQW,50.983036,11.32692
KOR,52.254017,17.087639
KUFS,34.514935,69.133787
TUT,35.8181,126.9925
HAMAB,0.00249,-51.07341
VI,57.639568,18.293907
OULU,65.012505,25.469776
PUN,30.342327,76.438416
NHMF,46.793446,7.157408
SPWH,41.52375,-70.661034
WASH,39.03693,-95.700447
MSKH,53.895077,27.551128
CWC,43.025238,-108.398918
NFM,47.566784,-52.711124
VORG,52.839798,50.449348
KAZ,55.789131,49.126637
OKA,54.673069,40.88332
PZV,61.78653,34.3517
UUH,51.819,107.628693
POKM,58.021927,56.119881
KBHG,43.48381,43.658428
IEC,-4.2669,15.28327
COA,37.86935,-4.78438
MOL,-12.080083,-76.948361
LP,-34.930294,-57.95451
HLDG,8.810585,-82.940201
CAT,37.514832,15.082561
GFC,47.490394,-111.269891
LAG,-28.477217,-48.784328
HPUJ,4.627782,-74.063652
LIT,50.533669,14.13285
IJ,17.98307,-76.775711
BOON,36.220798,-81.683601
CHIC,42.147172,-87.787588
UTV,42.42561,12.0857
WRN,52.779606,-1.631785
PENN,40.078003,-75.213486
ABSL,44.984547,-93.181801
LLO,39.104622,-84.518852
PKM,53.18367,44.994553
ECOT,42.264111,-71.766066
GCSU,33.079882,-83.231776
FCQ,-25.335076,-57.518336
MARSSJ,43.51792,5.446504
NMLU,47.051216,8.301525
IAGB,47.16666,27.599991
LCEU,44.008574,-123.033968
WWB,48.733945,-122.487037
JSU,33.823784,-85.763228
CLM,41.509979,-81.610657
NCSC,35.767792,-78.681892
SRSC,30.363667,-103.650202
JBVN,43.685265,7.209677
REN,48.118391,-1.69978
CAM,52.208524,0.117797
BHCB,-19.808043,-43.954781
HMJAU,43.809887,125.414383
ACH,-34.905212,138.593689
SCIR,34.413909,-119.847204
HUBE,33.7113,-117.981506
SPC,47.650146,-122.362435
SHST,30.707501,-95.5453
PAD,45.399551,11.87965
RMTV,41.853664,12.625507
MSNM,45.471531,9.202101
SFD,54.073689,-0.95032
MUS,40.000278,-81.733177
UC,37.871419,-122.262447
BIO,43.335551,-2.982551
HCIB,24.148785,-110.306061
JEPS,37.871419,-122.262447
SLO,48.146229,17.078932
MIMARU,-1.078586,35.866179
CMS,9.605665,76.478892
CWB,49.997242,36.226833
ELRG,46.988022,-120.562752
HAI,32.82296,34.981754
BKL,40.669474,-73.962402
LGBG,37.620237,-77.470963
JMH,35.885063,-106.306313
NHJ,32.180607,35.829663
MYF,10.48797,-66.892041
ABDAM,57.14782,-2.10043
ISM,39.744862,-89.632721
VAL,39.475449,-0.3859
DEE,56.462513,-2.971359
USCS,34.959496,-81.937592
MVSC,39.99976,-76.357727
KDR,52.375668,-2.314695
FCAB,-22.979925,-43.241842
THRI,36.421215,-118.914886
JBAG,43.527409,-5.62896
ESSE,39.770958,30.508286
BNM,7.336735,134.476483
YU,41.320461,-72.91848
OAKL,37.798309,-122.264572
CUP,42.448183,-76.476471
LATV,56.863342,24.356428
PASM,33.150685,-117.183314
DMSC,13.85273,100.487511
SNP,6.018091,116.128738
MONTU,46.87611,-113.935272
TCSW,33.220566,-97.110413
WIR,59.93235,30.307882
BRLU,50.810081,4.381855
IAN,-1.436323,-48.449066
LECB,59.939632,30.299938
PRA,50.000011,14.544417
SUHC,38.34927,-75.60762
BAIL,50.748032,2.76133
PPI,22.653139,120.585472
ORIS,51.77047,55.101257
HOMP,49.68248,13.98757
MPPD,44.984558,-93.192535
UESC,-14.790132,-39.033054
HFSL,-8.774009,-63.903797
BEOU,44.812576,20.470509
ESS,51.567417,7.1373
BOIS,43.608315,-116.194138
DOV,39.192844,-75.524948
TEUI,33.465778,-112.031578
BEI,33.888939,35.494419
HNWP,36.6167,101.7667
WHY,54.485204,-0.617959
TLS,51.133969,0.263468
STDCM,50.292638,-3.652884
SLL,45.767361,4.84531
SIMS,51.90218,-8.3482
SCA,4.0242,9.2149
RPM,40.3274,-75.949753
PLH,50.371529,-4.14305
LRS,49.688061,-112.845581
LUCH,42.789291,0.5921
BER,45.705898,9.65921
NTM,47.212009,-1.56559
DISKO,69.826444,-53.433176
KRMS,48.050308,14.125894
HCMS,51.064024,-1.319269
BSN,42.348408,-71.100906
CIECRO,52.212846,0.11224
CEBU,10.353769,123.911045
FRS,57.609301,-3.612002
OS,39.99815,-83.042313
DEVA,36.400177,-116.859268
WZUH,28.006465,120.685137
SVG,58.961296,5.725966
RDG,51.441102,-0.950103
MOD,44.648022,10.93382
LR,46.164669,-1.15158
IPO,51.941681,5.61502
KNK,39.039234,-84.454826
IBI,-23.585842,-46.647133
GUAD,16.177818,-61.596298
APM,45.5,-78.2333
BAH,-13.002465,-38.506538
GC,5.65,-0.18333
EGE,38.459568,27.209532
IZ,38.60524,27.06645
BJM,39.880939,116.397751
SHMU,31.2222,121.4581
XMBG,24.439647,118.109167
VSM,48.726917,21.253351
UMFK,47.250301,-68.590004
ATHUM,37.988125,23.728739
CNUK,36.367938,127.344299
GDB,36.902859,7.755543
NHMV,53.514879,12.683343
UASB,13.080103,77.574897
SPSU,59.941923,30.298742
RSU,54.639679,39.672186
KG,49.833333,73.166667
LEDLIE,44.289,-70.35
NHMR,45.329479,14.44445
GINCO,45.39258,-75.717114
YNTCEM,24.836855,102.824757
AUBH,54.715091,-113.309441
PSH,43.75949,-71.688266
TON,-21.207591,-175.198683
JME,48.887901,11.177996
HJBG,5.020077,-52.526725
SCFS,39.43552,-120.240507
PICRC,7.33866,134.46609
DAG,42.991028,47.494194
SCP,-25.388809,-57.424908
NHMS,43.511944,16.449722
WEWO,35.14704,-79.371661
WABG,52.2170732,21.0284328
MNVD,51.831238,12.242841
ZNP,37.208942,-112.981806
TOU,47.353882,0.70287
HUHE,9.41505,42.034348
BESA,47.232004,6.031473
KSPI,53.216731,63.632128
WAI,21.636315,-158.053064
WAPA,13.422268,144.675478
DEND,45.831661,16.029316
FTOH,-3.357019,36.691075
QFNU,35.596721,116.967155
HNL,17.962917,102.614979
UFV,-12.041189,-76.995561
HG,11.53921,-72.916849
IRAI,-25.381061,-49.125412
EAFM,-3.134937,-60.012949
AUH,34.021317,71.482101
WINU,34.936462,-81.030583
ASDM,32.243359,-111.162636
HMGBH,43.784751,7.55439
GLA,42.783018,-74.270282
HALE,20.760307,-156.247108
EIDM,43.619176,3.848338
MARI,56.6354625,47.9000473
CALVIN,42.927253,-85.588358
ICAR,26.287687,72.947129
EMNH,41.400369,-75.645048
CBRA,44.701022,7.851927
LPC,-34.930294,-57.95451
IEA,42.466462,1.492116
VFM,20.9951391,105.8906937
EVE,47.072335,-122.977038
PLU,47.146995,-122.442186
BCWS,39.248019,-78.526864
BGH,34.669782,72.060442
MSUT,16.32284,103.296761
HMNR,54.779306,43.266735
PNC,44.323182,3.594144
PWU,49.589378,34.513721
LJS,46.047449,14.504656
GRTE,43.655756,-110.718729
NMSG,47.439611,9.409471
KBFH,35.570109,45.352053
DU,36.168067,54.324092
HUI,32.601824,51.65971
HUMZ,36.69986,52.646199
IAUGH,35.222221,52.340561
IMPH,36.185621,50.277991
TMRC,35.748001,51.381311
ERCH,38.703845,35.518939
CTC,29.557934,106.456479
GMB,26.3758,106.638326
GUCM,23.155282,113.265013
GWJ,28.658182,110.08525
HMUT,40.540551,81.297641
ICBR,39.988905,116.479865
IGA,44.001542,125.399298
JGSU,27.11052,115.027941
JLAU,43.814005,125.406275
JLDC,43.836522,125.378101
ZY,27.705816,106.915479
LPSNU,26.579026,104.820462
QNUN,26.292833,107.519877
SFGRH,36.637406,117.177102
SXIM,34.237018,109.008244
WCSBG,31.00545,103.6130161
JNUB,33.457835,126.561368
MRGT,47.406824,18.991592
AK,-36.874092,174.780853
LINC,-41.383053,173.188599
REGGIO,38.117831,15.655056
MAIC,35.514015,24.018635
CNARP,-18.872593,47.536645
HN,21.047844,105.80128
GILAN,37.2621,49.587219
MMI,48.806293,16.636071
BEL,54.581738,-5.952744
HCF,-23.90049,-51.522366
VTA,43.563251,7.1250522
SUM,50.016567,16.953005
WAC,-31.986551,115.871399
SNM,32.77523,-108.283638
UDBC,4.597241,-74.064449
SJSU,37.334789,-121.884827
ZMT,49.216236,15.872927
IND,39.170904,-86.52228
KMKV,50.223953,12.882006
UME,63.818747,20.309509
ULS,-29.909941,-71.246971
CESK,49.724258,18.590136
HUQ,4.51268,-75.688721
RANK,34.363575,47.037717
HVR,41.32119,-7.741847
UCBG,-24.63839,25.9079
BASSA,45.766243,11.736091
BBF,43.054081,0.146753
MPH,35.7939,51.393501
JCT,-19.309507,146.782959
KFBG,22.433883,114.118469
MONT,45.660259,-111.043282
GMDRC,35.012329,-115.65345
HNH,43.748821,-72.171761
OMJ,50.436489,15.35062
GJO,47.103473,15.41516
BRNL,49.209106,16.614689
CHOM,50.458496,13.42211
CNCTC,50.092659,14.32642
ROZ,50.161568,14.383519
UAMH,43.658193,-79.397181
KHU,15.54665,32.533611
FCO,43.356174,-5.872839
VYM,49.2765894,16.9970747
PHEO,44.995762,34.364182
LD,55.6909,13.2178
SYKO,61.667297,50.84338
SOKO,50.17934,12.64005
KE,41.150352,-81.362503
ASU,33.41998,-111.93381
ARSEF,42.446243,-76.469963
HUEG,-16.359715,-48.956932
INM,36.007,139.908661
TULGU,37.586365,54.166886
SZUB,53.436522,14.544503
MAZHAR,30.065788,31.14403
STAC,42.984722,-71.506111
CHFD,51.366669,-0.45
KOPRI,37.409,126.678
PMK,47.75742,18.12718
VM,49.478539,17.966034
BAS,47.5272,7.57155
HNU,20.99588,105.807416
LWKS,49.816392,24.02375
CUH,22.5274861,88.36272778
ACU,32.47117,-99.708712
UAMIZ,19.36034722,-99.07183333
HIP,-53.143044,-70.907158
FUEL,-23.31028,-51.162781
HUSC,-23.963,-46.3219
ECU,-31.73786,115.768326
AMNH,65.685015,-18.119229
SYD,-33.888168,151.19104
IDS,42.860344,-112.43129
ICESI,3.3414833,-76.52936667
QK,44.567476,-76.324546
CCO,45.392696,-75.697983
CESJ,-21.777005,-43.370625
CTES,-27.466669,-58.833328
ICEL,64.074234,-21.906085
NSMC,39.166492,-119.766983
JOI,-26.333221,-48.867878
HERBAM,-9.898048,-56.097667
PVB,53.477829,49.357971
PG,51.420983,-0.302436
ACAM,37.983559,23.704809
ISTC,42.511898,-92.460854
HEM,16.767839,-93.114929
NCSLG,35.767792,-78.681892
LJF,46.0525203,14.4799376
MFS,-1.431769,-48.488703
AMAL,33.69697,-85.820818
GSW,32.05806,-84.219528
AUB,41.94257,-86.33783
TTC,33.580498,-101.882645
OHN,57.25244,16.43782
SCCN,8.185372,77.407651
BAR,13.096959,-59.604027
UCR,33.970255,-117.323882
MTCHT,9.400708,76.58386
SWAT,34.4943,72.2111
MAN,-0.856387,134.07732
HUEFS,-12.237698,-38.958424
ANG,47.442299,-0.5386
BRPP,30.013856,31.027899
UM,48.768107,30.235142
MNA,35.234001,-111.66378
BRH,17.25,-88.7667
ESA,-22.71533,-47.63707
HUCP,-25.450718,-49.252998
MIM,53.687859,91.664253
MS,38.262344,15.597271
